"~id",~label,~from,~to
User78FollowsUser148,Follows,78,148
User55FollowsUser108,Follows,55,108
User127FollowsUser66,Follows,127,66
User81FollowsUser41,Follows,81,41
User114FollowsUser98,Follows,114,98
User97FollowsUser72,Follows,97,72
User86FollowsUser1,Follows,86,1
User61FollowsUser17,Follows,61,17
User83FollowsUser78,Follows,83,78
User82FollowsUser38,Follows,82,38
User55FollowsUser42,Follows,55,42
User82FollowsUser76,Follows,82,76
User138FollowsUser49,Follows,138,49
User11FollowsUser142,Follows,11,142
User109FollowsUser10,Follows,109,10
User71FollowsUser81,Follows,71,81
User10FollowsUser39,Follows,10,39
User143FollowsUser101,Follows,143,101
User105FollowsUser44,Follows,105,44
User101FollowsUser34,Follows,101,34
User125FollowsUser142,Follows,125,142
User82FollowsUser78,Follows,82,78
User29FollowsUser93,Follows,29,93
User24FollowsUser92,Follows,24,92
User115FollowsUser69,Follows,115,69
User34FollowsUser81,Follows,34,81
User77FollowsUser54,Follows,77,54
User39FollowsUser50,Follows,39,50
User86FollowsUser30,Follows,86,30
User89FollowsUser96,Follows,89,96
User105FollowsUser68,Follows,105,68
User149FollowsUser31,Follows,149,31
User97FollowsUser68,Follows,97,68
User55FollowsUser85,Follows,55,85
User126FollowsUser9,Follows,126,9
User131FollowsUser97,Follows,131,97
User131FollowsUser90,Follows,131,90
User34FollowsUser98,Follows,34,98
User116FollowsUser44,Follows,116,44
User108FollowsUser40,Follows,108,40
User73FollowsUser119,Follows,73,119
User16FollowsUser112,Follows,16,112
User90FollowsUser82,Follows,90,82
User105FollowsUser20,Follows,105,20
User107FollowsUser118,Follows,107,118
User27FollowsUser97,Follows,27,97
User149FollowsUser16,Follows,149,16
User18FollowsUser57,Follows,18,57
User118FollowsUser130,Follows,118,130
User25FollowsUser52,Follows,25,52
User42FollowsUser40,Follows,42,40
User102FollowsUser62,Follows,102,62
User25FollowsUser35,Follows,25,35
User29FollowsUser68,Follows,29,68
User50FollowsUser84,Follows,50,84
User23FollowsUser24,Follows,23,24
User32FollowsUser122,Follows,32,122
User73FollowsUser6,Follows,73,6
User100FollowsUser63,Follows,100,63
User80FollowsUser25,Follows,80,25
User38FollowsUser121,Follows,38,121
User89FollowsUser50,Follows,89,50
User21FollowsUser133,Follows,21,133
User8FollowsUser9,Follows,8,9
User42FollowsUser59,Follows,42,59
User100FollowsUser80,Follows,100,80
User16FollowsUser92,Follows,16,92
User14FollowsUser133,Follows,14,133
User136FollowsUser116,Follows,136,116
User28FollowsUser110,Follows,28,110
User131FollowsUser80,Follows,131,80
User6FollowsUser115,Follows,6,115
User133FollowsUser88,Follows,133,88
User57FollowsUser70,Follows,57,70
User138FollowsUser73,Follows,138,73
User74FollowsUser15,Follows,74,15
User79FollowsUser111,Follows,79,111
User16FollowsUser17,Follows,16,17
User137FollowsUser86,Follows,137,86
User63FollowsUser20,Follows,63,20
User138FollowsUser91,Follows,138,91
User52FollowsUser10,Follows,52,10
User14FollowsUser28,Follows,14,28
User29FollowsUser34,Follows,29,34
User27FollowsUser125,Follows,27,125
User118FollowsUser46,Follows,118,46
User101FollowsUser147,Follows,101,147
User70FollowsUser77,Follows,70,77
User91FollowsUser109,Follows,91,109
User126FollowsUser28,Follows,126,28
User22FollowsUser119,Follows,22,119
User24FollowsUser116,Follows,24,116
User70FollowsUser95,Follows,70,95
User104FollowsUser112,Follows,104,112
User100FollowsUser86,Follows,100,86
User57FollowsUser38,Follows,57,38
User7FollowsUser45,Follows,7,45
User122FollowsUser16,Follows,122,16
User135FollowsUser119,Follows,135,119
User18FollowsUser124,Follows,18,124
User81FollowsUser53,Follows,81,53
User74FollowsUser96,Follows,74,96
User149FollowsUser79,Follows,149,79
User142FollowsUser122,Follows,142,122
User118FollowsUser34,Follows,118,34
User15FollowsUser146,Follows,15,146
User56FollowsUser28,Follows,56,28
User99FollowsUser133,Follows,99,133
User73FollowsUser62,Follows,73,62
User53FollowsUser30,Follows,53,30
User69FollowsUser95,Follows,69,95
User98FollowsUser140,Follows,98,140
User27FollowsUser135,Follows,27,135
User21FollowsUser85,Follows,21,85
User82FollowsUser149,Follows,82,149
User28FollowsUser52,Follows,28,52
User18FollowsUser58,Follows,18,58
User140FollowsUser37,Follows,140,37
User26FollowsUser32,Follows,26,32
User123FollowsUser125,Follows,123,125
User59FollowsUser15,Follows,59,15
User124FollowsUser30,Follows,124,30
User31FollowsUser142,Follows,31,142
User105FollowsUser104,Follows,105,104
User44FollowsUser149,Follows,44,149
User6FollowsUser93,Follows,6,93
User24FollowsUser101,Follows,24,101
User44FollowsUser39,Follows,44,39
User8FollowsUser142,Follows,8,142
User140FollowsUser113,Follows,140,113
User64FollowsUser103,Follows,64,103
User85FollowsUser136,Follows,85,136
User19FollowsUser80,Follows,19,80
User141FollowsUser71,Follows,141,71
User59FollowsUser94,Follows,59,94
User34FollowsUser115,Follows,34,115
User148FollowsUser25,Follows,148,25
User74FollowsUser143,Follows,74,143
User102FollowsUser35,Follows,102,35
User73FollowsUser82,Follows,73,82
User39FollowsUser97,Follows,39,97
User87FollowsUser79,Follows,87,79
User31FollowsUser75,Follows,31,75
User21FollowsUser18,Follows,21,18
User46FollowsUser76,Follows,46,76
User92FollowsUser30,Follows,92,30
User35FollowsUser78,Follows,35,78
User77FollowsUser116,Follows,77,116
User113FollowsUser134,Follows,113,134
User77FollowsUser66,Follows,77,66
User140FollowsUser46,Follows,140,46
User83FollowsUser6,Follows,83,6
User123FollowsUser20,Follows,123,20
User7FollowsUser19,Follows,7,19
User34FollowsUser48,Follows,34,48
User44FollowsUser21,Follows,44,21
User12FollowsUser93,Follows,12,93
User51FollowsUser130,Follows,51,130
User82FollowsUser15,Follows,82,15
User145FollowsUser60,Follows,145,60
User60FollowsUser134,Follows,60,134
User116FollowsUser75,Follows,116,75
User76FollowsUser43,Follows,76,43
User143FollowsUser66,Follows,143,66
User85FollowsUser74,Follows,85,74
User6FollowsUser127,Follows,6,127
User115FollowsUser39,Follows,115,39
User57FollowsUser118,Follows,57,118
User89FollowsUser65,Follows,89,65
User141FollowsUser50,Follows,141,50
User81FollowsUser36,Follows,81,36
User135FollowsUser96,Follows,135,96
User82FollowsUser141,Follows,82,141
User54FollowsUser129,Follows,54,129
User91FollowsUser103,Follows,91,103
User109FollowsUser26,Follows,109,26
User138FollowsUser118,Follows,138,118
User7FollowsUser18,Follows,7,18
User119FollowsUser115,Follows,119,115
User108FollowsUser29,Follows,108,29
User116FollowsUser64,Follows,116,64
User117FollowsUser84,Follows,117,84
User143FollowsUser57,Follows,143,57
User31FollowsUser13,Follows,31,13
User90FollowsUser124,Follows,90,124
User140FollowsUser14,Follows,140,14
User78FollowsUser26,Follows,78,26
User31FollowsUser26,Follows,31,26
User88FollowsUser133,Follows,88,133
User28FollowsUser15,Follows,28,15
User32FollowsUser102,Follows,32,102
User140FollowsUser68,Follows,140,68
User38FollowsUser145,Follows,38,145
User86FollowsUser27,Follows,86,27
User51FollowsUser43,Follows,51,43
User125FollowsUser115,Follows,125,115
User68FollowsUser70,Follows,68,70
User60FollowsUser67,Follows,60,67
User62FollowsUser12,Follows,62,12
User42FollowsUser79,Follows,42,79
User138FollowsUser65,Follows,138,65
User54FollowsUser119,Follows,54,119
User6FollowsUser113,Follows,6,113
User111FollowsUser1,Follows,111,1
User36FollowsUser122,Follows,36,122
User86FollowsUser96,Follows,86,96
User39FollowsUser20,Follows,39,20
User83FollowsUser123,Follows,83,123
User121FollowsUser137,Follows,121,137
User21FollowsUser143,Follows,21,143
User77FollowsUser1,Follows,77,1
User97FollowsUser49,Follows,97,49
User134FollowsUser109,Follows,134,109
User122FollowsUser6,Follows,122,6
User138FollowsUser107,Follows,138,107
User76FollowsUser53,Follows,76,53
User6FollowsUser65,Follows,6,65
User135FollowsUser33,Follows,135,33
User78FollowsUser60,Follows,78,60
User130FollowsUser12,Follows,130,12
User42FollowsUser113,Follows,42,113
User53FollowsUser133,Follows,53,133
User141FollowsUser77,Follows,141,77
User144FollowsUser75,Follows,144,75
User104FollowsUser5,Follows,104,5
User10FollowsUser104,Follows,10,104
User108FollowsUser48,Follows,108,48
User137FollowsUser57,Follows,137,57
User37FollowsUser142,Follows,37,142
User91FollowsUser50,Follows,91,50
User132FollowsUser19,Follows,132,19
User40FollowsUser35,Follows,40,35
User50FollowsUser63,Follows,50,63
User9FollowsUser136,Follows,9,136
User146FollowsUser3,Follows,146,3
User139FollowsUser110,Follows,139,110
User116FollowsUser113,Follows,116,113
User35FollowsUser77,Follows,35,77
User103FollowsUser16,Follows,103,16
User98FollowsUser126,Follows,98,126
User122FollowsUser115,Follows,122,115
User34FollowsUser53,Follows,34,53
User5FollowsUser108,Follows,5,108
User125FollowsUser53,Follows,125,53
User18FollowsUser94,Follows,18,94
User42FollowsUser21,Follows,42,21
User31FollowsUser127,Follows,31,127
User26FollowsUser136,Follows,26,136
User49FollowsUser18,Follows,49,18
User103FollowsUser145,Follows,103,145
User52FollowsUser27,Follows,52,27
User85FollowsUser145,Follows,85,145
User58FollowsUser65,Follows,58,65
User136FollowsUser57,Follows,136,57
User116FollowsUser55,Follows,116,55
User104FollowsUser9,Follows,104,9
User30FollowsUser39,Follows,30,39
User96FollowsUser90,Follows,96,90
User112FollowsUser3,Follows,112,3
User131FollowsUser114,Follows,131,114
User81FollowsUser133,Follows,81,133
User63FollowsUser135,Follows,63,135
User97FollowsUser50,Follows,97,50
User31FollowsUser55,Follows,31,55
User121FollowsUser21,Follows,121,21
User110FollowsUser60,Follows,110,60
User132FollowsUser3,Follows,132,3
User144FollowsUser77,Follows,144,77
User103FollowsUser70,Follows,103,70
User38FollowsUser139,Follows,38,139
User89FollowsUser139,Follows,89,139
User46FollowsUser85,Follows,46,85
User100FollowsUser91,Follows,100,91
User41FollowsUser92,Follows,41,92
User93FollowsUser73,Follows,93,73
User14FollowsUser6,Follows,14,6
User113FollowsUser86,Follows,113,86
User56FollowsUser60,Follows,56,60
User132FollowsUser106,Follows,132,106
User48FollowsUser17,Follows,48,17
User118FollowsUser23,Follows,118,23
User89FollowsUser144,Follows,89,144
User125FollowsUser4,Follows,125,4
User145FollowsUser135,Follows,145,135
User2FollowsUser27,Follows,2,27
User105FollowsUser11,Follows,105,11
User79FollowsUser58,Follows,79,58
User116FollowsUser53,Follows,116,53
User18FollowsUser86,Follows,18,86
User88FollowsUser31,Follows,88,31
User31FollowsUser7,Follows,31,7
User142FollowsUser71,Follows,142,71
User83FollowsUser68,Follows,83,68
User83FollowsUser38,Follows,83,38
User83FollowsUser132,Follows,83,132
User121FollowsUser124,Follows,121,124
User27FollowsUser109,Follows,27,109
User25FollowsUser79,Follows,25,79
User68FollowsUser40,Follows,68,40
User94FollowsUser24,Follows,94,24
User107FollowsUser3,Follows,107,3
User8FollowsUser105,Follows,8,105
User144FollowsUser46,Follows,144,46
User27FollowsUser105,Follows,27,105
User49FollowsUser44,Follows,49,44
User78FollowsUser89,Follows,78,89
User67FollowsUser98,Follows,67,98
User48FollowsUser53,Follows,48,53
User125FollowsUser52,Follows,125,52
User47FollowsUser34,Follows,47,34
User103FollowsUser110,Follows,103,110
User100FollowsUser72,Follows,100,72
User108FollowsUser20,Follows,108,20
User67FollowsUser107,Follows,67,107
User97FollowsUser140,Follows,97,140
User17FollowsUser144,Follows,17,144
User26FollowsUser44,Follows,26,44
User43FollowsUser25,Follows,43,25
User26FollowsUser127,Follows,26,127
User11FollowsUser138,Follows,11,138
User68FollowsUser65,Follows,68,65
User133FollowsUser84,Follows,133,84
User74FollowsUser71,Follows,74,71
User84FollowsUser48,Follows,84,48
User87FollowsUser134,Follows,87,134
User94FollowsUser7,Follows,94,7
User3FollowsUser129,Follows,3,129
User69FollowsUser50,Follows,69,50
User70FollowsUser20,Follows,70,20
User76FollowsUser122,Follows,76,122
User83FollowsUser94,Follows,83,94
User15FollowsUser106,Follows,15,106
User97FollowsUser88,Follows,97,88
User78FollowsUser65,Follows,78,65
User91FollowsUser145,Follows,91,145
User74FollowsUser95,Follows,74,95
User80FollowsUser120,Follows,80,120
User62FollowsUser64,Follows,62,64
User44FollowsUser86,Follows,44,86
User85FollowsUser65,Follows,85,65
User18FollowsUser60,Follows,18,60
User49FollowsUser41,Follows,49,41
User34FollowsUser42,Follows,34,42
User38FollowsUser5,Follows,38,5
User124FollowsUser111,Follows,124,111
User90FollowsUser17,Follows,90,17
User111FollowsUser93,Follows,111,93
User126FollowsUser90,Follows,126,90
User147FollowsUser128,Follows,147,128
User124FollowsUser101,Follows,124,101
User81FollowsUser79,Follows,81,79
User81FollowsUser93,Follows,81,93
User83FollowsUser50,Follows,83,50
User60FollowsUser115,Follows,60,115
User10FollowsUser73,Follows,10,73
User106FollowsUser118,Follows,106,118
User148FollowsUser107,Follows,148,107
User27FollowsUser14,Follows,27,14
User135FollowsUser43,Follows,135,43
User10FollowsUser20,Follows,10,20
User37FollowsUser57,Follows,37,57
User56FollowsUser74,Follows,56,74
User149FollowsUser88,Follows,149,88
User83FollowsUser100,Follows,83,100
User119FollowsUser125,Follows,119,125
User7FollowsUser112,Follows,7,112
User33FollowsUser89,Follows,33,89
User12FollowsUser132,Follows,12,132
User62FollowsUser77,Follows,62,77
User26FollowsUser104,Follows,26,104
User33FollowsUser6,Follows,33,6
User10FollowsUser75,Follows,10,75
User136FollowsUser30,Follows,136,30
User145FollowsUser99,Follows,145,99
User90FollowsUser68,Follows,90,68
User42FollowsUser60,Follows,42,60
User133FollowsUser5,Follows,133,5
User124FollowsUser149,Follows,124,149
User41FollowsUser101,Follows,41,101
User11FollowsUser15,Follows,11,15
User78FollowsUser10,Follows,78,10
User137FollowsUser58,Follows,137,58
User75FollowsUser120,Follows,75,120
User16FollowsUser54,Follows,16,54
User109FollowsUser69,Follows,109,69
User54FollowsUser42,Follows,54,42
User86FollowsUser4,Follows,86,4
User44FollowsUser102,Follows,44,102
User5FollowsUser97,Follows,5,97
User53FollowsUser17,Follows,53,17
User54FollowsUser139,Follows,54,139
User41FollowsUser98,Follows,41,98
User16FollowsUser3,Follows,16,3
User26FollowsUser142,Follows,26,142
User135FollowsUser114,Follows,135,114
User68FollowsUser14,Follows,68,14
User79FollowsUser37,Follows,79,37
User80FollowsUser113,Follows,80,113
User76FollowsUser11,Follows,76,11
User37FollowsUser58,Follows,37,58
User56FollowsUser125,Follows,56,125
User87FollowsUser18,Follows,87,18
User48FollowsUser146,Follows,48,146
User8FollowsUser7,Follows,8,7
User116FollowsUser6,Follows,116,6
User11FollowsUser100,Follows,11,100
User59FollowsUser115,Follows,59,115
User130FollowsUser52,Follows,130,52
User84FollowsUser13,Follows,84,13
User53FollowsUser54,Follows,53,54
User93FollowsUser113,Follows,93,113
User67FollowsUser66,Follows,67,66
User41FollowsUser93,Follows,41,93
User91FollowsUser63,Follows,91,63
User105FollowsUser64,Follows,105,64
User116FollowsUser11,Follows,116,11
User18FollowsUser95,Follows,18,95
User72FollowsUser30,Follows,72,30
User148FollowsUser53,Follows,148,53
User37FollowsUser122,Follows,37,122
User81FollowsUser40,Follows,81,40
User125FollowsUser127,Follows,125,127
User107FollowsUser144,Follows,107,144
User136FollowsUser38,Follows,136,38
User46FollowsUser27,Follows,46,27
User41FollowsUser126,Follows,41,126
User35FollowsUser31,Follows,35,31
User146FollowsUser112,Follows,146,112
User8FollowsUser147,Follows,8,147
User30FollowsUser136,Follows,30,136
User97FollowsUser94,Follows,97,94
User95FollowsUser105,Follows,95,105
User28FollowsUser129,Follows,28,129
User40FollowsUser148,Follows,40,148
User141FollowsUser54,Follows,141,54
User109FollowsUser84,Follows,109,84
User148FollowsUser119,Follows,148,119
User24FollowsUser133,Follows,24,133
User124FollowsUser66,Follows,124,66
User114FollowsUser69,Follows,114,69
User97FollowsUser42,Follows,97,42
User63FollowsUser105,Follows,63,105
User127FollowsUser147,Follows,127,147
User119FollowsUser41,Follows,119,41
User7FollowsUser48,Follows,7,48
User130FollowsUser141,Follows,130,141
User18FollowsUser96,Follows,18,96
User75FollowsUser143,Follows,75,143
User143FollowsUser58,Follows,143,58
User54FollowsUser136,Follows,54,136
User5FollowsUser84,Follows,5,84
User5FollowsUser127,Follows,5,127
User73FollowsUser106,Follows,73,106
User68FollowsUser38,Follows,68,38
User122FollowsUser99,Follows,122,99
User103FollowsUser29,Follows,103,29
User50FollowsUser134,Follows,50,134
User36FollowsUser139,Follows,36,139
User83FollowsUser113,Follows,83,113
User90FollowsUser1,Follows,90,1
User119FollowsUser10,Follows,119,10
User90FollowsUser8,Follows,90,8
User140FollowsUser45,Follows,140,45
User107FollowsUser76,Follows,107,76
User44FollowsUser98,Follows,44,98
User148FollowsUser45,Follows,148,45
User116FollowsUser129,Follows,116,129
User130FollowsUser135,Follows,130,135
User134FollowsUser112,Follows,134,112
User139FollowsUser3,Follows,139,3
User112FollowsUser129,Follows,112,129
User14FollowsUser36,Follows,14,36
User53FollowsUser72,Follows,53,72
User27FollowsUser149,Follows,27,149
User42FollowsUser81,Follows,42,81
User118FollowsUser125,Follows,118,125
User123FollowsUser77,Follows,123,77
User73FollowsUser84,Follows,73,84
User48FollowsUser42,Follows,48,42
User78FollowsUser100,Follows,78,100
User65FollowsUser68,Follows,65,68
User46FollowsUser98,Follows,46,98
User76FollowsUser121,Follows,76,121
User1FollowsUser83,Follows,1,83
User137FollowsUser22,Follows,137,22
User100FollowsUser119,Follows,100,119
User55FollowsUser90,Follows,55,90
User43FollowsUser53,Follows,43,53
User5FollowsUser124,Follows,5,124
User89FollowsUser141,Follows,89,141
User130FollowsUser46,Follows,130,46
User118FollowsUser29,Follows,118,29
User101FollowsUser16,Follows,101,16
User61FollowsUser9,Follows,61,9
User61FollowsUser138,Follows,61,138
User97FollowsUser33,Follows,97,33
User27FollowsUser31,Follows,27,31
User99FollowsUser121,Follows,99,121
User40FollowsUser119,Follows,40,119
User62FollowsUser136,Follows,62,136
User79FollowsUser91,Follows,79,91
User43FollowsUser30,Follows,43,30
User95FollowsUser116,Follows,95,116
User123FollowsUser10,Follows,123,10
User59FollowsUser96,Follows,59,96
User14FollowsUser39,Follows,14,39
User136FollowsUser64,Follows,136,64
User132FollowsUser115,Follows,132,115
User18FollowsUser128,Follows,18,128
User71FollowsUser5,Follows,71,5
User2FollowsUser70,Follows,2,70
User57FollowsUser143,Follows,57,143
User91FollowsUser141,Follows,91,141
User143FollowsUser82,Follows,143,82
User4FollowsUser143,Follows,4,143
User110FollowsUser42,Follows,110,42
User11FollowsUser108,Follows,11,108
User29FollowsUser116,Follows,29,116
User94FollowsUser78,Follows,94,78
User55FollowsUser24,Follows,55,24
User17FollowsUser78,Follows,17,78
User101FollowsUser88,Follows,101,88
User70FollowsUser112,Follows,70,112
User1FollowsUser64,Follows,1,64
User34FollowsUser62,Follows,34,62
User140FollowsUser117,Follows,140,117
User1FollowsUser134,Follows,1,134
User19FollowsUser56,Follows,19,56
User98FollowsUser47,Follows,98,47
User139FollowsUser28,Follows,139,28
User75FollowsUser19,Follows,75,19
User19FollowsUser65,Follows,19,65
User109FollowsUser138,Follows,109,138
User45FollowsUser103,Follows,45,103
User147FollowsUser40,Follows,147,40
User30FollowsUser57,Follows,30,57
User69FollowsUser97,Follows,69,97
User33FollowsUser107,Follows,33,107
User43FollowsUser89,Follows,43,89
User15FollowsUser68,Follows,15,68
User45FollowsUser126,Follows,45,126
User135FollowsUser4,Follows,135,4
User73FollowsUser103,Follows,73,103
User102FollowsUser31,Follows,102,31
User31FollowsUser80,Follows,31,80
User90FollowsUser120,Follows,90,120
User56FollowsUser97,Follows,56,97
User99FollowsUser59,Follows,99,59
User113FollowsUser121,Follows,113,121
User144FollowsUser114,Follows,144,114
User3FollowsUser34,Follows,3,34
User55FollowsUser103,Follows,55,103
User47FollowsUser88,Follows,47,88
User25FollowsUser89,Follows,25,89
User119FollowsUser43,Follows,119,43
User148FollowsUser28,Follows,148,28
User137FollowsUser56,Follows,137,56
User82FollowsUser34,Follows,82,34
User139FollowsUser105,Follows,139,105
User27FollowsUser94,Follows,27,94
User18FollowsUser75,Follows,18,75
User32FollowsUser83,Follows,32,83
User78FollowsUser14,Follows,78,14
User116FollowsUser20,Follows,116,20
User30FollowsUser28,Follows,30,28
User58FollowsUser52,Follows,58,52
User84FollowsUser29,Follows,84,29
User46FollowsUser40,Follows,46,40
User146FollowsUser127,Follows,146,127
User57FollowsUser117,Follows,57,117
User53FollowsUser80,Follows,53,80
User35FollowsUser130,Follows,35,130
User35FollowsUser59,Follows,35,59
User109FollowsUser49,Follows,109,49
User90FollowsUser36,Follows,90,36
User128FollowsUser129,Follows,128,129
User41FollowsUser36,Follows,41,36
User39FollowsUser28,Follows,39,28
User42FollowsUser62,Follows,42,62
User103FollowsUser19,Follows,103,19
User110FollowsUser31,Follows,110,31
User29FollowsUser90,Follows,29,90
User77FollowsUser65,Follows,77,65
User45FollowsUser148,Follows,45,148
User48FollowsUser15,Follows,48,15
User64FollowsUser115,Follows,64,115
User120FollowsUser86,Follows,120,86
User136FollowsUser65,Follows,136,65
User36FollowsUser62,Follows,36,62
User106FollowsUser21,Follows,106,21
User70FollowsUser32,Follows,70,32
User148FollowsUser90,Follows,148,90
User66FollowsUser27,Follows,66,27
User11FollowsUser43,Follows,11,43
User89FollowsUser34,Follows,89,34
User104FollowsUser147,Follows,104,147
User13FollowsUser16,Follows,13,16
User40FollowsUser122,Follows,40,122
User80FollowsUser11,Follows,80,11
User123FollowsUser24,Follows,123,24
User4FollowsUser41,Follows,4,41
User134FollowsUser105,Follows,134,105
User22FollowsUser17,Follows,22,17
User105FollowsUser58,Follows,105,58
User136FollowsUser52,Follows,136,52
User84FollowsUser39,Follows,84,39
User98FollowsUser68,Follows,98,68
User56FollowsUser69,Follows,56,69
User28FollowsUser21,Follows,28,21
User2FollowsUser36,Follows,2,36
User133FollowsUser137,Follows,133,137
User40FollowsUser85,Follows,40,85
User72FollowsUser13,Follows,72,13
User30FollowsUser133,Follows,30,133
User107FollowsUser99,Follows,107,99
User31FollowsUser147,Follows,31,147
User135FollowsUser107,Follows,135,107
User105FollowsUser14,Follows,105,14
User135FollowsUser40,Follows,135,40
User24FollowsUser144,Follows,24,144
User61FollowsUser38,Follows,61,38
User26FollowsUser24,Follows,26,24
User111FollowsUser109,Follows,111,109
User54FollowsUser69,Follows,54,69
User19FollowsUser104,Follows,19,104
User120FollowsUser123,Follows,120,123
User91FollowsUser130,Follows,91,130
User49FollowsUser32,Follows,49,32
User118FollowsUser84,Follows,118,84
User118FollowsUser53,Follows,118,53
User68FollowsUser71,Follows,68,71
User86FollowsUser105,Follows,86,105
User117FollowsUser109,Follows,117,109
User61FollowsUser126,Follows,61,126
User133FollowsUser17,Follows,133,17
User21FollowsUser104,Follows,21,104
User49FollowsUser51,Follows,49,51
User132FollowsUser53,Follows,132,53
User83FollowsUser42,Follows,83,42
User56FollowsUser49,Follows,56,49
User123FollowsUser142,Follows,123,142
User4FollowsUser108,Follows,4,108
User36FollowsUser103,Follows,36,103
User23FollowsUser114,Follows,23,114
User119FollowsUser84,Follows,119,84
User20FollowsUser79,Follows,20,79
User104FollowsUser48,Follows,104,48
User101FollowsUser4,Follows,101,4
User101FollowsUser12,Follows,101,12
User103FollowsUser141,Follows,103,141
User137FollowsUser79,Follows,137,79
User34FollowsUser92,Follows,34,92
User94FollowsUser45,Follows,94,45
User106FollowsUser9,Follows,106,9
User78FollowsUser46,Follows,78,46
User2FollowsUser99,Follows,2,99
User73FollowsUser13,Follows,73,13
User42FollowsUser117,Follows,42,117
User133FollowsUser146,Follows,133,146
User76FollowsUser132,Follows,76,132
User26FollowsUser149,Follows,26,149
User126FollowsUser86,Follows,126,86
User75FollowsUser147,Follows,75,147
User99FollowsUser85,Follows,99,85
User146FollowsUser139,Follows,146,139
User145FollowsUser128,Follows,145,128
User25FollowsUser36,Follows,25,36
User96FollowsUser120,Follows,96,120
User130FollowsUser123,Follows,130,123
User102FollowsUser68,Follows,102,68
User36FollowsUser32,Follows,36,32
User90FollowsUser10,Follows,90,10
User99FollowsUser78,Follows,99,78
User65FollowsUser125,Follows,65,125
User100FollowsUser120,Follows,100,120
User121FollowsUser42,Follows,121,42
User129FollowsUser110,Follows,129,110
User148FollowsUser103,Follows,148,103
User35FollowsUser120,Follows,35,120
User3FollowsUser30,Follows,3,30
User91FollowsUser135,Follows,91,135
User133FollowsUser24,Follows,133,24
