"~id",~label,~from,~to
Tweet1504MentionsUser112,Mentions,1504,112
Tweet1089MentionsUser24,Mentions,1089,24
Tweet1304MentionsUser147,Mentions,1304,147
Tweet1499MentionsUser25,Mentions,1499,25
Tweet532MentionsUser91,Mentions,532,91
Tweet386MentionsUser108,Mentions,386,108
Tweet627MentionsUser135,Mentions,627,135
Tweet973MentionsUser40,Mentions,973,40
Tweet1252MentionsUser78,Mentions,1252,78
Tweet197MentionsUser63,Mentions,197,63
Tweet826MentionsUser101,Mentions,826,101
Tweet1435MentionsUser79,Mentions,1435,79
Tweet374MentionsUser29,Mentions,374,29
Tweet1202MentionsUser148,Mentions,1202,148
Tweet808MentionsUser14,Mentions,808,14
Tweet1423MentionsUser147,Mentions,1423,147
Tweet202MentionsUser128,Mentions,202,128
Tweet243MentionsUser66,Mentions,243,66
Tweet802MentionsUser127,Mentions,802,127
Tweet1272MentionsUser8,Mentions,1272,8
Tweet1258MentionsUser4,Mentions,1258,4
Tweet954MentionsUser59,Mentions,954,59
Tweet1552MentionsUser101,Mentions,1552,101
Tweet1543MentionsUser52,Mentions,1543,52
Tweet220MentionsUser117,Mentions,220,117
Tweet393MentionsUser83,Mentions,393,83
Tweet623MentionsUser61,Mentions,623,61
Tweet1490MentionsUser21,Mentions,1490,21
Tweet829MentionsUser4,Mentions,829,4
Tweet1027MentionsUser74,Mentions,1027,74
Tweet960MentionsUser76,Mentions,960,76
Tweet534MentionsUser137,Mentions,534,137
Tweet1620MentionsUser147,Mentions,1620,147
Tweet1052MentionsUser101,Mentions,1052,101
Tweet685MentionsUser50,Mentions,685,50
Tweet1430MentionsUser100,Mentions,1430,100
Tweet597MentionsUser20,Mentions,597,20
Tweet1548MentionsUser95,Mentions,1548,95
Tweet254MentionsUser113,Mentions,254,113
Tweet1222MentionsUser144,Mentions,1222,144
Tweet736MentionsUser78,Mentions,736,78
Tweet1454MentionsUser136,Mentions,1454,136
Tweet833MentionsUser47,Mentions,833,47
Tweet1564MentionsUser145,Mentions,1564,145
Tweet332MentionsUser82,Mentions,332,82
Tweet951MentionsUser22,Mentions,951,22
Tweet498MentionsUser38,Mentions,498,38
Tweet1598MentionsUser113,Mentions,1598,113
Tweet1396MentionsUser49,Mentions,1396,49
Tweet373MentionsUser113,Mentions,373,113
Tweet530MentionsUser44,Mentions,530,44
Tweet540MentionsUser19,Mentions,540,19
Tweet499MentionsUser105,Mentions,499,105
Tweet383MentionsUser146,Mentions,383,146
Tweet608MentionsUser91,Mentions,608,91
Tweet1331MentionsUser90,Mentions,1331,90
Tweet1448MentionsUser74,Mentions,1448,74
Tweet1310MentionsUser58,Mentions,1310,58
Tweet701MentionsUser13,Mentions,701,13
Tweet212MentionsUser23,Mentions,212,23
Tweet264MentionsUser68,Mentions,264,68
Tweet667MentionsUser132,Mentions,667,132
Tweet1281MentionsUser92,Mentions,1281,92
Tweet1157MentionsUser31,Mentions,1157,31
Tweet882MentionsUser51,Mentions,882,51
Tweet1431MentionsUser85,Mentions,1431,85
Tweet390MentionsUser140,Mentions,390,140
Tweet1399MentionsUser43,Mentions,1399,43
Tweet254MentionsUser88,Mentions,254,88
Tweet443MentionsUser40,Mentions,443,40
Tweet1404MentionsUser21,Mentions,1404,21
Tweet1347MentionsUser3,Mentions,1347,3
Tweet1375MentionsUser117,Mentions,1375,117
Tweet1141MentionsUser97,Mentions,1141,97
Tweet753MentionsUser53,Mentions,753,53
Tweet618MentionsUser122,Mentions,618,122
Tweet985MentionsUser17,Mentions,985,17
Tweet1383MentionsUser50,Mentions,1383,50
Tweet663MentionsUser115,Mentions,663,115
Tweet295MentionsUser46,Mentions,295,46
Tweet1541MentionsUser95,Mentions,1541,95
Tweet985MentionsUser136,Mentions,985,136
Tweet583MentionsUser80,Mentions,583,80
Tweet1129MentionsUser99,Mentions,1129,99
Tweet1555MentionsUser105,Mentions,1555,105
Tweet827MentionsUser61,Mentions,827,61
Tweet542MentionsUser138,Mentions,542,138
Tweet1595MentionsUser60,Mentions,1595,60
Tweet264MentionsUser95,Mentions,264,95
Tweet599MentionsUser38,Mentions,599,38
Tweet1230MentionsUser64,Mentions,1230,64
Tweet765MentionsUser104,Mentions,765,104
Tweet744MentionsUser84,Mentions,744,84
Tweet1211MentionsUser20,Mentions,1211,20
Tweet544MentionsUser98,Mentions,544,98
Tweet329MentionsUser42,Mentions,329,42
Tweet1361MentionsUser62,Mentions,1361,62
Tweet685MentionsUser11,Mentions,685,11
Tweet1431MentionsUser14,Mentions,1431,14
Tweet905MentionsUser91,Mentions,905,91
Tweet1478MentionsUser131,Mentions,1478,131
Tweet599MentionsUser58,Mentions,599,58
Tweet550MentionsUser144,Mentions,550,144
Tweet1613MentionsUser60,Mentions,1613,60
Tweet1491MentionsUser62,Mentions,1491,62
Tweet1397MentionsUser88,Mentions,1397,88
Tweet294MentionsUser83,Mentions,294,83
Tweet869MentionsUser100,Mentions,869,100
Tweet467MentionsUser69,Mentions,467,69
Tweet837MentionsUser108,Mentions,837,108
Tweet307MentionsUser135,Mentions,307,135
Tweet1444MentionsUser34,Mentions,1444,34
Tweet1251MentionsUser29,Mentions,1251,29
Tweet699MentionsUser84,Mentions,699,84
Tweet487MentionsUser47,Mentions,487,47
Tweet705MentionsUser138,Mentions,705,138
Tweet1146MentionsUser131,Mentions,1146,131
Tweet929MentionsUser10,Mentions,929,10
Tweet631MentionsUser117,Mentions,631,117
Tweet1498MentionsUser35,Mentions,1498,35
Tweet503MentionsUser82,Mentions,503,82
Tweet1474MentionsUser91,Mentions,1474,91
Tweet510MentionsUser144,Mentions,510,144
Tweet941MentionsUser14,Mentions,941,14
Tweet291MentionsUser73,Mentions,291,73
Tweet1009MentionsUser24,Mentions,1009,24
Tweet262MentionsUser146,Mentions,262,146
Tweet208MentionsUser5,Mentions,208,5
Tweet316MentionsUser136,Mentions,316,136
Tweet162MentionsUser8,Mentions,162,8
Tweet1042MentionsUser65,Mentions,1042,65
Tweet955MentionsUser24,Mentions,955,24
Tweet484MentionsUser69,Mentions,484,69
Tweet244MentionsUser66,Mentions,244,66
Tweet1061MentionsUser107,Mentions,1061,107
Tweet852MentionsUser48,Mentions,852,48
Tweet377MentionsUser27,Mentions,377,27
Tweet630MentionsUser4,Mentions,630,4
Tweet1261MentionsUser117,Mentions,1261,117
Tweet354MentionsUser139,Mentions,354,139
Tweet840MentionsUser14,Mentions,840,14
Tweet1042MentionsUser84,Mentions,1042,84
Tweet424MentionsUser123,Mentions,424,123
Tweet413MentionsUser122,Mentions,413,122
Tweet727MentionsUser42,Mentions,727,42
Tweet664MentionsUser143,Mentions,664,143
Tweet362MentionsUser61,Mentions,362,61
Tweet471MentionsUser23,Mentions,471,23
Tweet889MentionsUser61,Mentions,889,61
Tweet1030MentionsUser50,Mentions,1030,50
Tweet1226MentionsUser50,Mentions,1226,50
Tweet561MentionsUser93,Mentions,561,93
Tweet390MentionsUser139,Mentions,390,139
Tweet1625MentionsUser15,Mentions,1625,15
Tweet708MentionsUser114,Mentions,708,114
Tweet431MentionsUser97,Mentions,431,97
Tweet1603MentionsUser21,Mentions,1603,21
Tweet794MentionsUser96,Mentions,794,96
Tweet1326MentionsUser70,Mentions,1326,70
Tweet770MentionsUser81,Mentions,770,81
Tweet1524MentionsUser68,Mentions,1524,68
Tweet1352MentionsUser106,Mentions,1352,106
Tweet1023MentionsUser37,Mentions,1023,37
Tweet1314MentionsUser54,Mentions,1314,54
Tweet720MentionsUser21,Mentions,720,21
Tweet443MentionsUser74,Mentions,443,74
Tweet883MentionsUser149,Mentions,883,149
Tweet922MentionsUser79,Mentions,922,79
Tweet1424MentionsUser18,Mentions,1424,18
Tweet972MentionsUser148,Mentions,972,148
Tweet1105MentionsUser96,Mentions,1105,96
Tweet903MentionsUser16,Mentions,903,16
Tweet1093MentionsUser18,Mentions,1093,18
Tweet368MentionsUser78,Mentions,368,78
Tweet339MentionsUser136,Mentions,339,136
Tweet559MentionsUser81,Mentions,559,81
Tweet1493MentionsUser17,Mentions,1493,17
Tweet310MentionsUser34,Mentions,310,34
Tweet1398MentionsUser57,Mentions,1398,57
Tweet1591MentionsUser144,Mentions,1591,144
Tweet1483MentionsUser57,Mentions,1483,57
Tweet694MentionsUser20,Mentions,694,20
Tweet1076MentionsUser149,Mentions,1076,149
Tweet1081MentionsUser5,Mentions,1081,5
Tweet458MentionsUser141,Mentions,458,141
Tweet1068MentionsUser27,Mentions,1068,27
Tweet331MentionsUser43,Mentions,331,43
Tweet428MentionsUser129,Mentions,428,129
Tweet1509MentionsUser16,Mentions,1509,16
Tweet983MentionsUser44,Mentions,983,44
Tweet754MentionsUser95,Mentions,754,95
Tweet991MentionsUser145,Mentions,991,145
Tweet350MentionsUser58,Mentions,350,58
Tweet1291MentionsUser47,Mentions,1291,47
Tweet790MentionsUser132,Mentions,790,132
Tweet1258MentionsUser58,Mentions,1258,58
Tweet963MentionsUser53,Mentions,963,53
Tweet809MentionsUser145,Mentions,809,145
Tweet517MentionsUser76,Mentions,517,76
Tweet898MentionsUser26,Mentions,898,26
Tweet705MentionsUser57,Mentions,705,57
Tweet1363MentionsUser56,Mentions,1363,56
Tweet518MentionsUser83,Mentions,518,83
Tweet1500MentionsUser81,Mentions,1500,81
Tweet1239MentionsUser100,Mentions,1239,100
Tweet1474MentionsUser127,Mentions,1474,127
Tweet1120MentionsUser145,Mentions,1120,145
Tweet742MentionsUser132,Mentions,742,132
Tweet806MentionsUser82,Mentions,806,82
Tweet462MentionsUser33,Mentions,462,33
Tweet1161MentionsUser53,Mentions,1161,53
Tweet1121MentionsUser71,Mentions,1121,71
Tweet197MentionsUser18,Mentions,197,18
Tweet1424MentionsUser149,Mentions,1424,149
Tweet441MentionsUser134,Mentions,441,134
Tweet160MentionsUser11,Mentions,160,11
Tweet830MentionsUser93,Mentions,830,93
Tweet1281MentionsUser102,Mentions,1281,102
Tweet1273MentionsUser128,Mentions,1273,128
Tweet448MentionsUser21,Mentions,448,21
Tweet406MentionsUser145,Mentions,406,145
Tweet889MentionsUser94,Mentions,889,94
Tweet1095MentionsUser5,Mentions,1095,5
Tweet271MentionsUser71,Mentions,271,71
Tweet460MentionsUser142,Mentions,460,142
Tweet874MentionsUser33,Mentions,874,33
Tweet233MentionsUser132,Mentions,233,132
Tweet1145MentionsUser24,Mentions,1145,24
Tweet1192MentionsUser108,Mentions,1192,108
Tweet927MentionsUser50,Mentions,927,50
Tweet928MentionsUser48,Mentions,928,48
Tweet694MentionsUser122,Mentions,694,122
Tweet1078MentionsUser103,Mentions,1078,103
Tweet683MentionsUser145,Mentions,683,145
Tweet1393MentionsUser48,Mentions,1393,48
Tweet1647MentionsUser7,Mentions,1647,7
Tweet1120MentionsUser26,Mentions,1120,26
Tweet627MentionsUser46,Mentions,627,46
Tweet985MentionsUser74,Mentions,985,74
Tweet1302MentionsUser147,Mentions,1302,147
Tweet1139MentionsUser80,Mentions,1139,80
Tweet674MentionsUser49,Mentions,674,49
Tweet504MentionsUser1,Mentions,504,1
Tweet421MentionsUser16,Mentions,421,16
Tweet1600MentionsUser58,Mentions,1600,58
Tweet904MentionsUser99,Mentions,904,99
Tweet1411MentionsUser14,Mentions,1411,14
Tweet1207MentionsUser129,Mentions,1207,129
Tweet919MentionsUser119,Mentions,919,119
Tweet1447MentionsUser92,Mentions,1447,92
Tweet1567MentionsUser26,Mentions,1567,26
Tweet914MentionsUser58,Mentions,914,58
Tweet302MentionsUser92,Mentions,302,92
Tweet1325MentionsUser45,Mentions,1325,45
Tweet1069MentionsUser17,Mentions,1069,17
Tweet1592MentionsUser9,Mentions,1592,9
Tweet1049MentionsUser103,Mentions,1049,103
Tweet1042MentionsUser112,Mentions,1042,112
Tweet928MentionsUser86,Mentions,928,86
Tweet167MentionsUser73,Mentions,167,73
Tweet1126MentionsUser113,Mentions,1126,113
Tweet1519MentionsUser79,Mentions,1519,79
Tweet1094MentionsUser104,Mentions,1094,104
Tweet1267MentionsUser21,Mentions,1267,21
Tweet605MentionsUser9,Mentions,605,9
Tweet543MentionsUser92,Mentions,543,92
Tweet1411MentionsUser43,Mentions,1411,43
Tweet443MentionsUser66,Mentions,443,66
Tweet673MentionsUser75,Mentions,673,75
Tweet485MentionsUser24,Mentions,485,24
Tweet1296MentionsUser147,Mentions,1296,147
Tweet1085MentionsUser55,Mentions,1085,55
Tweet1560MentionsUser121,Mentions,1560,121
Tweet1438MentionsUser28,Mentions,1438,28
Tweet649MentionsUser134,Mentions,649,134
Tweet549MentionsUser68,Mentions,549,68
Tweet1207MentionsUser39,Mentions,1207,39
Tweet642MentionsUser121,Mentions,642,121
Tweet482MentionsUser92,Mentions,482,92
Tweet441MentionsUser88,Mentions,441,88
Tweet908MentionsUser38,Mentions,908,38
Tweet942MentionsUser6,Mentions,942,6
Tweet944MentionsUser116,Mentions,944,116
Tweet1492MentionsUser96,Mentions,1492,96
Tweet514MentionsUser118,Mentions,514,118
Tweet943MentionsUser128,Mentions,943,128
Tweet1507MentionsUser13,Mentions,1507,13
Tweet784MentionsUser145,Mentions,784,145
Tweet884MentionsUser64,Mentions,884,64
Tweet958MentionsUser43,Mentions,958,43
Tweet495MentionsUser137,Mentions,495,137
Tweet1243MentionsUser37,Mentions,1243,37
Tweet1096MentionsUser123,Mentions,1096,123
Tweet1156MentionsUser144,Mentions,1156,144
Tweet1265MentionsUser53,Mentions,1265,53
Tweet265MentionsUser14,Mentions,265,14
Tweet624MentionsUser55,Mentions,624,55
Tweet245MentionsUser24,Mentions,245,24
Tweet421MentionsUser45,Mentions,421,45
Tweet1159MentionsUser85,Mentions,1159,85
Tweet1601MentionsUser116,Mentions,1601,116
Tweet468MentionsUser47,Mentions,468,47
Tweet1402MentionsUser127,Mentions,1402,127
Tweet878MentionsUser73,Mentions,878,73
Tweet445MentionsUser37,Mentions,445,37
Tweet1069MentionsUser4,Mentions,1069,4
Tweet633MentionsUser141,Mentions,633,141
Tweet559MentionsUser75,Mentions,559,75
Tweet645MentionsUser56,Mentions,645,56
Tweet851MentionsUser117,Mentions,851,117
Tweet1169MentionsUser22,Mentions,1169,22
Tweet1620MentionsUser108,Mentions,1620,108
Tweet1266MentionsUser41,Mentions,1266,41
Tweet882MentionsUser68,Mentions,882,68
Tweet348MentionsUser22,Mentions,348,22
Tweet731MentionsUser128,Mentions,731,128
Tweet172MentionsUser76,Mentions,172,76
Tweet214MentionsUser60,Mentions,214,60
Tweet846MentionsUser58,Mentions,846,58
Tweet384MentionsUser14,Mentions,384,14
Tweet1336MentionsUser109,Mentions,1336,109
Tweet1426MentionsUser86,Mentions,1426,86
Tweet473MentionsUser111,Mentions,473,111
Tweet532MentionsUser56,Mentions,532,56
Tweet188MentionsUser148,Mentions,188,148
Tweet974MentionsUser28,Mentions,974,28
Tweet1039MentionsUser114,Mentions,1039,114
Tweet446MentionsUser46,Mentions,446,46
Tweet477MentionsUser21,Mentions,477,21
Tweet759MentionsUser18,Mentions,759,18
Tweet1140MentionsUser45,Mentions,1140,45
Tweet659MentionsUser63,Mentions,659,63
Tweet746MentionsUser139,Mentions,746,139
Tweet1450MentionsUser80,Mentions,1450,80
Tweet597MentionsUser73,Mentions,597,73
Tweet1050MentionsUser71,Mentions,1050,71
Tweet951MentionsUser145,Mentions,951,145
Tweet580MentionsUser41,Mentions,580,41
Tweet521MentionsUser108,Mentions,521,108
Tweet1016MentionsUser48,Mentions,1016,48
Tweet1546MentionsUser57,Mentions,1546,57
Tweet1308MentionsUser110,Mentions,1308,110
Tweet886MentionsUser122,Mentions,886,122
Tweet907MentionsUser55,Mentions,907,55
Tweet885MentionsUser32,Mentions,885,32
Tweet401MentionsUser134,Mentions,401,134
Tweet628MentionsUser90,Mentions,628,90
Tweet435MentionsUser29,Mentions,435,29
Tweet1537MentionsUser74,Mentions,1537,74
Tweet1364MentionsUser48,Mentions,1364,48
Tweet393MentionsUser95,Mentions,393,95
Tweet1285MentionsUser22,Mentions,1285,22
Tweet1511MentionsUser72,Mentions,1511,72
Tweet274MentionsUser98,Mentions,274,98
Tweet1616MentionsUser129,Mentions,1616,129
Tweet1425MentionsUser83,Mentions,1425,83
Tweet666MentionsUser101,Mentions,666,101
Tweet234MentionsUser143,Mentions,234,143
Tweet818MentionsUser105,Mentions,818,105
Tweet295MentionsUser30,Mentions,295,30
Tweet389MentionsUser61,Mentions,389,61
Tweet1233MentionsUser133,Mentions,1233,133
Tweet1187MentionsUser72,Mentions,1187,72
Tweet1046MentionsUser9,Mentions,1046,9
Tweet939MentionsUser121,Mentions,939,121
Tweet1630MentionsUser6,Mentions,1630,6
Tweet1460MentionsUser26,Mentions,1460,26
Tweet426MentionsUser132,Mentions,426,132
Tweet528MentionsUser103,Mentions,528,103
Tweet1449MentionsUser133,Mentions,1449,133
Tweet1171MentionsUser50,Mentions,1171,50
Tweet1115MentionsUser27,Mentions,1115,27
Tweet634MentionsUser133,Mentions,634,133
Tweet1562MentionsUser59,Mentions,1562,59
Tweet353MentionsUser101,Mentions,353,101
Tweet1414MentionsUser95,Mentions,1414,95
Tweet1149MentionsUser10,Mentions,1149,10
Tweet1274MentionsUser116,Mentions,1274,116
Tweet1003MentionsUser62,Mentions,1003,62
Tweet459MentionsUser49,Mentions,459,49
Tweet994MentionsUser115,Mentions,994,115
Tweet1057MentionsUser121,Mentions,1057,121
Tweet1331MentionsUser149,Mentions,1331,149
Tweet1309MentionsUser99,Mentions,1309,99
Tweet944MentionsUser118,Mentions,944,118
Tweet1531MentionsUser110,Mentions,1531,110
Tweet693MentionsUser26,Mentions,693,26
Tweet1282MentionsUser132,Mentions,1282,132
Tweet1478MentionsUser38,Mentions,1478,38
Tweet1230MentionsUser106,Mentions,1230,106
Tweet1400MentionsUser116,Mentions,1400,116
Tweet1177MentionsUser29,Mentions,1177,29
Tweet183MentionsUser73,Mentions,183,73
Tweet1152MentionsUser106,Mentions,1152,106
Tweet1419MentionsUser108,Mentions,1419,108
Tweet529MentionsUser115,Mentions,529,115
Tweet1524MentionsUser134,Mentions,1524,134
Tweet940MentionsUser53,Mentions,940,53
Tweet929MentionsUser52,Mentions,929,52
Tweet1224MentionsUser60,Mentions,1224,60
Tweet860MentionsUser72,Mentions,860,72
Tweet627MentionsUser15,Mentions,627,15
Tweet1223MentionsUser44,Mentions,1223,44
Tweet273MentionsUser30,Mentions,273,30
Tweet1101MentionsUser99,Mentions,1101,99
Tweet274MentionsUser90,Mentions,274,90
Tweet751MentionsUser144,Mentions,751,144
Tweet1045MentionsUser10,Mentions,1045,10
Tweet1303MentionsUser64,Mentions,1303,64
Tweet375MentionsUser118,Mentions,375,118
Tweet1147MentionsUser115,Mentions,1147,115
Tweet170MentionsUser134,Mentions,170,134
Tweet673MentionsUser117,Mentions,673,117
Tweet655MentionsUser68,Mentions,655,68
Tweet800MentionsUser145,Mentions,800,145
Tweet845MentionsUser132,Mentions,845,132
Tweet233MentionsUser87,Mentions,233,87
Tweet1479MentionsUser71,Mentions,1479,71
Tweet499MentionsUser139,Mentions,499,139
Tweet583MentionsUser145,Mentions,583,145
Tweet1366MentionsUser106,Mentions,1366,106
Tweet323MentionsUser115,Mentions,323,115
Tweet1030MentionsUser42,Mentions,1030,42
Tweet1233MentionsUser95,Mentions,1233,95
Tweet1411MentionsUser94,Mentions,1411,94
Tweet629MentionsUser60,Mentions,629,60
Tweet1446MentionsUser59,Mentions,1446,59
Tweet197MentionsUser51,Mentions,197,51
Tweet511MentionsUser30,Mentions,511,30
Tweet1580MentionsUser30,Mentions,1580,30
Tweet1524MentionsUser132,Mentions,1524,132
Tweet1432MentionsUser26,Mentions,1432,26
Tweet182MentionsUser149,Mentions,182,149
Tweet1393MentionsUser44,Mentions,1393,44
Tweet774MentionsUser5,Mentions,774,5
Tweet836MentionsUser43,Mentions,836,43
Tweet998MentionsUser37,Mentions,998,37
Tweet1236MentionsUser136,Mentions,1236,136
Tweet365MentionsUser51,Mentions,365,51
Tweet982MentionsUser109,Mentions,982,109
Tweet944MentionsUser4,Mentions,944,4
Tweet1000MentionsUser35,Mentions,1000,35
Tweet221MentionsUser95,Mentions,221,95
Tweet1355MentionsUser60,Mentions,1355,60
Tweet1201MentionsUser77,Mentions,1201,77
Tweet678MentionsUser29,Mentions,678,29
Tweet949MentionsUser13,Mentions,949,13
Tweet285MentionsUser9,Mentions,285,9
Tweet811MentionsUser39,Mentions,811,39
Tweet584MentionsUser25,Mentions,584,25
Tweet1306MentionsUser123,Mentions,1306,123
Tweet1288MentionsUser77,Mentions,1288,77
Tweet1466MentionsUser89,Mentions,1466,89
Tweet529MentionsUser62,Mentions,529,62
Tweet1577MentionsUser108,Mentions,1577,108
Tweet544MentionsUser44,Mentions,544,44
Tweet157MentionsUser108,Mentions,157,108
Tweet475MentionsUser123,Mentions,475,123
Tweet1294MentionsUser85,Mentions,1294,85
Tweet546MentionsUser62,Mentions,546,62
Tweet1320MentionsUser89,Mentions,1320,89
Tweet531MentionsUser148,Mentions,531,148
Tweet1144MentionsUser72,Mentions,1144,72
Tweet1427MentionsUser108,Mentions,1427,108
Tweet1170MentionsUser63,Mentions,1170,63
Tweet1299MentionsUser99,Mentions,1299,99
Tweet1170MentionsUser19,Mentions,1170,19
Tweet607MentionsUser122,Mentions,607,122
Tweet1530MentionsUser108,Mentions,1530,108
Tweet697MentionsUser71,Mentions,697,71
Tweet773MentionsUser43,Mentions,773,43
Tweet1050MentionsUser47,Mentions,1050,47
Tweet412MentionsUser51,Mentions,412,51
Tweet453MentionsUser78,Mentions,453,78
Tweet600MentionsUser87,Mentions,600,87
Tweet1413MentionsUser94,Mentions,1413,94
Tweet1121MentionsUser123,Mentions,1121,123
Tweet955MentionsUser41,Mentions,955,41
Tweet605MentionsUser149,Mentions,605,149
Tweet1110MentionsUser71,Mentions,1110,71
Tweet451MentionsUser63,Mentions,451,63
Tweet525MentionsUser6,Mentions,525,6
Tweet927MentionsUser23,Mentions,927,23
Tweet1498MentionsUser145,Mentions,1498,145
Tweet982MentionsUser91,Mentions,982,91
Tweet250MentionsUser141,Mentions,250,141
Tweet575MentionsUser128,Mentions,575,128
Tweet687MentionsUser146,Mentions,687,146
Tweet1181MentionsUser15,Mentions,1181,15
Tweet285MentionsUser123,Mentions,285,123
Tweet1086MentionsUser124,Mentions,1086,124
Tweet183MentionsUser118,Mentions,183,118
Tweet987MentionsUser59,Mentions,987,59
Tweet555MentionsUser87,Mentions,555,87
Tweet1408MentionsUser55,Mentions,1408,55
Tweet514MentionsUser90,Mentions,514,90
Tweet1387MentionsUser8,Mentions,1387,8
Tweet598MentionsUser83,Mentions,598,83
Tweet1621MentionsUser132,Mentions,1621,132
Tweet1140MentionsUser122,Mentions,1140,122
Tweet748MentionsUser142,Mentions,748,142
Tweet1210MentionsUser116,Mentions,1210,116
Tweet488MentionsUser6,Mentions,488,6
Tweet213MentionsUser28,Mentions,213,28
Tweet310MentionsUser101,Mentions,310,101
Tweet681MentionsUser18,Mentions,681,18
Tweet863MentionsUser29,Mentions,863,29
Tweet1307MentionsUser27,Mentions,1307,27
Tweet1280MentionsUser18,Mentions,1280,18
Tweet365MentionsUser119,Mentions,365,119
Tweet335MentionsUser79,Mentions,335,79
Tweet208MentionsUser107,Mentions,208,107
Tweet324MentionsUser109,Mentions,324,109
Tweet967MentionsUser23,Mentions,967,23
Tweet1360MentionsUser59,Mentions,1360,59
Tweet1239MentionsUser42,Mentions,1239,42
Tweet906MentionsUser3,Mentions,906,3
Tweet887MentionsUser96,Mentions,887,96
Tweet1491MentionsUser110,Mentions,1491,110
Tweet673MentionsUser69,Mentions,673,69
Tweet1368MentionsUser31,Mentions,1368,31
Tweet1276MentionsUser86,Mentions,1276,86
Tweet781MentionsUser58,Mentions,781,58
Tweet1238MentionsUser145,Mentions,1238,145
Tweet933MentionsUser65,Mentions,933,65
Tweet1541MentionsUser29,Mentions,1541,29
Tweet434MentionsUser73,Mentions,434,73
Tweet1365MentionsUser108,Mentions,1365,108
Tweet1063MentionsUser9,Mentions,1063,9
Tweet1158MentionsUser141,Mentions,1158,141
