"~id",~label,~from,~to
User55RetweetsTweet165,Retweets,55,165
User124RetweetsTweet431,Retweets,124,431
User77RetweetsTweet556,Retweets,77,556
User90RetweetsTweet230,Retweets,90,230
User132RetweetsTweet1344,Retweets,132,1344
User131RetweetsTweet529,Retweets,131,529
User20RetweetsTweet433,Retweets,20,433
User115RetweetsTweet311,Retweets,115,311
User66RetweetsTweet638,Retweets,66,638
User97RetweetsTweet1483,Retweets,97,1483
User47RetweetsTweet911,Retweets,47,911
User35RetweetsTweet170,Retweets,35,170
User34RetweetsTweet191,Retweets,34,191
User10RetweetsTweet395,Retweets,10,395
User8RetweetsTweet567,Retweets,8,567
User106RetweetsTweet585,Retweets,106,585
User1RetweetsTweet1460,Retweets,1,1460
User16RetweetsTweet1430,Retweets,16,1430
User26RetweetsTweet1134,Retweets,26,1134
User77RetweetsTweet257,Retweets,77,257
User101RetweetsTweet671,Retweets,101,671
User113RetweetsTweet559,Retweets,113,559
User56RetweetsTweet467,Retweets,56,467
User111RetweetsTweet1053,Retweets,111,1053
User17RetweetsTweet1539,Retweets,17,1539
User93RetweetsTweet1057,Retweets,93,1057
User4RetweetsTweet231,Retweets,4,231
User21RetweetsTweet1521,Retweets,21,1521
User120RetweetsTweet1081,Retweets,120,1081
User12RetweetsTweet611,Retweets,12,611
User17RetweetsTweet1618,Retweets,17,1618
User85RetweetsTweet1015,Retweets,85,1015
User38RetweetsTweet217,Retweets,38,217
User91RetweetsTweet341,Retweets,91,341
User73RetweetsTweet1198,Retweets,73,1198
User16RetweetsTweet1359,Retweets,16,1359
User19RetweetsTweet619,Retweets,19,619
User118RetweetsTweet1484,Retweets,118,1484
User34RetweetsTweet544,Retweets,34,544
User28RetweetsTweet1262,Retweets,28,1262
User99RetweetsTweet754,Retweets,99,754
User96RetweetsTweet1490,Retweets,96,1490
User9RetweetsTweet1290,Retweets,9,1290
User48RetweetsTweet1505,Retweets,48,1505
User11RetweetsTweet781,Retweets,11,781
User95RetweetsTweet449,Retweets,95,449
User18RetweetsTweet549,Retweets,18,549
User103RetweetsTweet342,Retweets,103,342
User142RetweetsTweet1351,Retweets,142,1351
User53RetweetsTweet488,Retweets,53,488
User108RetweetsTweet193,Retweets,108,193
User131RetweetsTweet893,Retweets,131,893
User58RetweetsTweet227,Retweets,58,227
User33RetweetsTweet1205,Retweets,33,1205
User131RetweetsTweet288,Retweets,131,288
User60RetweetsTweet1646,Retweets,60,1646
User115RetweetsTweet361,Retweets,115,361
User113RetweetsTweet1149,Retweets,113,1149
User117RetweetsTweet1248,Retweets,117,1248
User28RetweetsTweet1553,Retweets,28,1553
User127RetweetsTweet843,Retweets,127,843
User54RetweetsTweet1138,Retweets,54,1138
User65RetweetsTweet655,Retweets,65,655
User75RetweetsTweet526,Retweets,75,526
User32RetweetsTweet942,Retweets,32,942
User109RetweetsTweet371,Retweets,109,371
User8RetweetsTweet1261,Retweets,8,1261
User5RetweetsTweet1644,Retweets,5,1644
User5RetweetsTweet1278,Retweets,5,1278
User87RetweetsTweet360,Retweets,87,360
User16RetweetsTweet302,Retweets,16,302
User17RetweetsTweet534,Retweets,17,534
User24RetweetsTweet403,Retweets,24,403
User55RetweetsTweet720,Retweets,55,720
User76RetweetsTweet474,Retweets,76,474
User119RetweetsTweet1241,Retweets,119,1241
User139RetweetsTweet1624,Retweets,139,1624
User28RetweetsTweet219,Retweets,28,219
User19RetweetsTweet741,Retweets,19,741
User3RetweetsTweet1474,Retweets,3,1474
User4RetweetsTweet706,Retweets,4,706
User13RetweetsTweet1092,Retweets,13,1092
User18RetweetsTweet415,Retweets,18,415
User125RetweetsTweet909,Retweets,125,909
User89RetweetsTweet1234,Retweets,89,1234
User76RetweetsTweet1208,Retweets,76,1208
User141RetweetsTweet1001,Retweets,141,1001
User110RetweetsTweet631,Retweets,110,631
User29RetweetsTweet264,Retweets,29,264
User67RetweetsTweet1524,Retweets,67,1524
User34RetweetsTweet1524,Retweets,34,1524
User86RetweetsTweet1054,Retweets,86,1054
User54RetweetsTweet1029,Retweets,54,1029
User11RetweetsTweet1200,Retweets,11,1200
User97RetweetsTweet1642,Retweets,97,1642
User137RetweetsTweet864,Retweets,137,864
User71RetweetsTweet1340,Retweets,71,1340
User50RetweetsTweet1635,Retweets,50,1635
User84RetweetsTweet646,Retweets,84,646
User46RetweetsTweet1239,Retweets,46,1239
User144RetweetsTweet660,Retweets,144,660
User81RetweetsTweet1103,Retweets,81,1103
User34RetweetsTweet660,Retweets,34,660
User45RetweetsTweet1445,Retweets,45,1445
User101RetweetsTweet1251,Retweets,101,1251
User10RetweetsTweet600,Retweets,10,600
User7RetweetsTweet304,Retweets,7,304
User124RetweetsTweet1284,Retweets,124,1284
User123RetweetsTweet1583,Retweets,123,1583
User95RetweetsTweet938,Retweets,95,938
User94RetweetsTweet1380,Retweets,94,1380
User104RetweetsTweet161,Retweets,104,161
User137RetweetsTweet1050,Retweets,137,1050
User83RetweetsTweet905,Retweets,83,905
User42RetweetsTweet989,Retweets,42,989
User16RetweetsTweet221,Retweets,16,221
User80RetweetsTweet343,Retweets,80,343
User123RetweetsTweet676,Retweets,123,676
User40RetweetsTweet1496,Retweets,40,1496
User37RetweetsTweet608,Retweets,37,608
User42RetweetsTweet1254,Retweets,42,1254
User39RetweetsTweet1356,Retweets,39,1356
User17RetweetsTweet920,Retweets,17,920
User14RetweetsTweet156,Retweets,14,156
User74RetweetsTweet1094,Retweets,74,1094
User9RetweetsTweet684,Retweets,9,684
User82RetweetsTweet787,Retweets,82,787
User56RetweetsTweet811,Retweets,56,811
User34RetweetsTweet1624,Retweets,34,1624
User147RetweetsTweet438,Retweets,147,438
User16RetweetsTweet839,Retweets,16,839
User101RetweetsTweet303,Retweets,101,303
User42RetweetsTweet1440,Retweets,42,1440
User52RetweetsTweet1446,Retweets,52,1446
User13RetweetsTweet474,Retweets,13,474
User83RetweetsTweet242,Retweets,83,242
User91RetweetsTweet1060,Retweets,91,1060
User102RetweetsTweet477,Retweets,102,477
User10RetweetsTweet482,Retweets,10,482
User96RetweetsTweet640,Retweets,96,640
User102RetweetsTweet361,Retweets,102,361
User44RetweetsTweet1591,Retweets,44,1591
User31RetweetsTweet1458,Retweets,31,1458
User66RetweetsTweet301,Retweets,66,301
User134RetweetsTweet507,Retweets,134,507
User105RetweetsTweet394,Retweets,105,394
User27RetweetsTweet1503,Retweets,27,1503
User110RetweetsTweet1132,Retweets,110,1132
User144RetweetsTweet1464,Retweets,144,1464
User8RetweetsTweet1236,Retweets,8,1236
User88RetweetsTweet854,Retweets,88,854
User96RetweetsTweet882,Retweets,96,882
User22RetweetsTweet1562,Retweets,22,1562
User82RetweetsTweet329,Retweets,82,329
User90RetweetsTweet1639,Retweets,90,1639
User100RetweetsTweet925,Retweets,100,925
User25RetweetsTweet741,Retweets,25,741
User58RetweetsTweet1207,Retweets,58,1207
User93RetweetsTweet1561,Retweets,93,1561
User58RetweetsTweet184,Retweets,58,184
User147RetweetsTweet1406,Retweets,147,1406
User79RetweetsTweet658,Retweets,79,658
User10RetweetsTweet729,Retweets,10,729
User93RetweetsTweet895,Retweets,93,895
User146RetweetsTweet1574,Retweets,146,1574
User57RetweetsTweet1086,Retweets,57,1086
User126RetweetsTweet796,Retweets,126,796
User99RetweetsTweet571,Retweets,99,571
User127RetweetsTweet1145,Retweets,127,1145
User104RetweetsTweet1480,Retweets,104,1480
User94RetweetsTweet1379,Retweets,94,1379
User67RetweetsTweet1312,Retweets,67,1312
User131RetweetsTweet597,Retweets,131,597
User20RetweetsTweet628,Retweets,20,628
User38RetweetsTweet1361,Retweets,38,1361
User145RetweetsTweet170,Retweets,145,170
User116RetweetsTweet1535,Retweets,116,1535
User60RetweetsTweet316,Retweets,60,316
User65RetweetsTweet980,Retweets,65,980
User16RetweetsTweet1304,Retweets,16,1304
User122RetweetsTweet994,Retweets,122,994
User104RetweetsTweet180,Retweets,104,180
User108RetweetsTweet578,Retweets,108,578
User59RetweetsTweet307,Retweets,59,307
User132RetweetsTweet1234,Retweets,132,1234
User142RetweetsTweet1143,Retweets,142,1143
User63RetweetsTweet291,Retweets,63,291
User2RetweetsTweet203,Retweets,2,203
User120RetweetsTweet1482,Retweets,120,1482
User14RetweetsTweet1334,Retweets,14,1334
User37RetweetsTweet1161,Retweets,37,1161
User11RetweetsTweet723,Retweets,11,723
User46RetweetsTweet425,Retweets,46,425
User78RetweetsTweet514,Retweets,78,514
User36RetweetsTweet1296,Retweets,36,1296
User145RetweetsTweet386,Retweets,145,386
User147RetweetsTweet1215,Retweets,147,1215
User91RetweetsTweet340,Retweets,91,340
User31RetweetsTweet600,Retweets,31,600
User141RetweetsTweet1193,Retweets,141,1193
User83RetweetsTweet262,Retweets,83,262
User89RetweetsTweet657,Retweets,89,657
User35RetweetsTweet723,Retweets,35,723
User58RetweetsTweet392,Retweets,58,392
User106RetweetsTweet326,Retweets,106,326
User42RetweetsTweet752,Retweets,42,752
User98RetweetsTweet1399,Retweets,98,1399
User22RetweetsTweet175,Retweets,22,175
User59RetweetsTweet1055,Retweets,59,1055
User68RetweetsTweet1444,Retweets,68,1444
User36RetweetsTweet1441,Retweets,36,1441
User148RetweetsTweet1110,Retweets,148,1110
User70RetweetsTweet184,Retweets,70,184
User84RetweetsTweet1219,Retweets,84,1219
User29RetweetsTweet164,Retweets,29,164
User65RetweetsTweet321,Retweets,65,321
User9RetweetsTweet1165,Retweets,9,1165
User118RetweetsTweet160,Retweets,118,160
User146RetweetsTweet1244,Retweets,146,1244
User107RetweetsTweet264,Retweets,107,264
User123RetweetsTweet1125,Retweets,123,1125
User31RetweetsTweet705,Retweets,31,705
User73RetweetsTweet875,Retweets,73,875
User96RetweetsTweet748,Retweets,96,748
User41RetweetsTweet1649,Retweets,41,1649
User106RetweetsTweet631,Retweets,106,631
User97RetweetsTweet992,Retweets,97,992
User58RetweetsTweet931,Retweets,58,931
User119RetweetsTweet1175,Retweets,119,1175
User68RetweetsTweet647,Retweets,68,647
User34RetweetsTweet239,Retweets,34,239
User97RetweetsTweet1414,Retweets,97,1414
User113RetweetsTweet1064,Retweets,113,1064
User66RetweetsTweet775,Retweets,66,775
User68RetweetsTweet587,Retweets,68,587
User97RetweetsTweet915,Retweets,97,915
User100RetweetsTweet158,Retweets,100,158
User95RetweetsTweet1592,Retweets,95,1592
User134RetweetsTweet599,Retweets,134,599
User71RetweetsTweet1131,Retweets,71,1131
User144RetweetsTweet1275,Retweets,144,1275
User49RetweetsTweet624,Retweets,49,624
User87RetweetsTweet1170,Retweets,87,1170
User103RetweetsTweet778,Retweets,103,778
User10RetweetsTweet1416,Retweets,10,1416
User42RetweetsTweet1563,Retweets,42,1563
User99RetweetsTweet1326,Retweets,99,1326
User48RetweetsTweet599,Retweets,48,599
User25RetweetsTweet586,Retweets,25,586
User22RetweetsTweet802,Retweets,22,802
User97RetweetsTweet1469,Retweets,97,1469
User73RetweetsTweet757,Retweets,73,757
User111RetweetsTweet433,Retweets,111,433
User84RetweetsTweet945,Retweets,84,945
User134RetweetsTweet219,Retweets,134,219
User123RetweetsTweet987,Retweets,123,987
User45RetweetsTweet1164,Retweets,45,1164
User96RetweetsTweet784,Retweets,96,784
User68RetweetsTweet1280,Retweets,68,1280
User82RetweetsTweet532,Retweets,82,532
User25RetweetsTweet567,Retweets,25,567
User33RetweetsTweet408,Retweets,33,408
User31RetweetsTweet1066,Retweets,31,1066
User145RetweetsTweet1337,Retweets,145,1337
User58RetweetsTweet1275,Retweets,58,1275
User117RetweetsTweet385,Retweets,117,385
User9RetweetsTweet616,Retweets,9,616
User129RetweetsTweet903,Retweets,129,903
User60RetweetsTweet1632,Retweets,60,1632
User31RetweetsTweet625,Retweets,31,625
User137RetweetsTweet715,Retweets,137,715
User93RetweetsTweet1201,Retweets,93,1201
User57RetweetsTweet1514,Retweets,57,1514
User30RetweetsTweet475,Retweets,30,475
User50RetweetsTweet934,Retweets,50,934
User32RetweetsTweet1646,Retweets,32,1646
User47RetweetsTweet1023,Retweets,47,1023
User95RetweetsTweet1092,Retweets,95,1092
User103RetweetsTweet685,Retweets,103,685
User10RetweetsTweet340,Retweets,10,340
User10RetweetsTweet786,Retweets,10,786
User38RetweetsTweet688,Retweets,38,688
User38RetweetsTweet389,Retweets,38,389
User79RetweetsTweet1095,Retweets,79,1095
User109RetweetsTweet540,Retweets,109,540
User56RetweetsTweet918,Retweets,56,918
User124RetweetsTweet954,Retweets,124,954
User81RetweetsTweet1623,Retweets,81,1623
User63RetweetsTweet948,Retweets,63,948
User25RetweetsTweet889,Retweets,25,889
User91RetweetsTweet1417,Retweets,91,1417
User130RetweetsTweet323,Retweets,130,323
User36RetweetsTweet635,Retweets,36,635
User124RetweetsTweet865,Retweets,124,865
User126RetweetsTweet1547,Retweets,126,1547
User40RetweetsTweet1602,Retweets,40,1602
User7RetweetsTweet1272,Retweets,7,1272
User26RetweetsTweet725,Retweets,26,725
User35RetweetsTweet785,Retweets,35,785
User80RetweetsTweet1280,Retweets,80,1280
User106RetweetsTweet582,Retweets,106,582
User74RetweetsTweet774,Retweets,74,774
User119RetweetsTweet1294,Retweets,119,1294
User91RetweetsTweet279,Retweets,91,279
User125RetweetsTweet385,Retweets,125,385
User24RetweetsTweet1356,Retweets,24,1356
User105RetweetsTweet1468,Retweets,105,1468
User43RetweetsTweet1289,Retweets,43,1289
User17RetweetsTweet246,Retweets,17,246
User149RetweetsTweet1418,Retweets,149,1418
User89RetweetsTweet675,Retweets,89,675
User148RetweetsTweet778,Retweets,148,778
User41RetweetsTweet1452,Retweets,41,1452
User17RetweetsTweet1290,Retweets,17,1290
User36RetweetsTweet692,Retweets,36,692
User11RetweetsTweet1271,Retweets,11,1271
User147RetweetsTweet578,Retweets,147,578
User109RetweetsTweet261,Retweets,109,261
User75RetweetsTweet510,Retweets,75,510
User5RetweetsTweet597,Retweets,5,597
User3RetweetsTweet629,Retweets,3,629
User42RetweetsTweet1435,Retweets,42,1435
User135RetweetsTweet1073,Retweets,135,1073
User92RetweetsTweet445,Retweets,92,445
User6RetweetsTweet960,Retweets,6,960
User45RetweetsTweet1057,Retweets,45,1057
User115RetweetsTweet1186,Retweets,115,1186
User54RetweetsTweet1525,Retweets,54,1525
User138RetweetsTweet859,Retweets,138,859
User111RetweetsTweet1539,Retweets,111,1539
User138RetweetsTweet1082,Retweets,138,1082
User34RetweetsTweet1423,Retweets,34,1423
User49RetweetsTweet1111,Retweets,49,1111
User76RetweetsTweet1135,Retweets,76,1135
User88RetweetsTweet170,Retweets,88,170
User126RetweetsTweet1323,Retweets,126,1323
User103RetweetsTweet1506,Retweets,103,1506
User144RetweetsTweet204,Retweets,144,204
User5RetweetsTweet1203,Retweets,5,1203
User42RetweetsTweet640,Retweets,42,640
User43RetweetsTweet1518,Retweets,43,1518
User50RetweetsTweet998,Retweets,50,998
User148RetweetsTweet576,Retweets,148,576
User27RetweetsTweet804,Retweets,27,804
User76RetweetsTweet435,Retweets,76,435
User88RetweetsTweet748,Retweets,88,748
User142RetweetsTweet1630,Retweets,142,1630
User116RetweetsTweet579,Retweets,116,579
User134RetweetsTweet609,Retweets,134,609
User45RetweetsTweet920,Retweets,45,920
User86RetweetsTweet1258,Retweets,86,1258
User38RetweetsTweet1548,Retweets,38,1548
User94RetweetsTweet818,Retweets,94,818
User28RetweetsTweet1564,Retweets,28,1564
User2RetweetsTweet1101,Retweets,2,1101
User33RetweetsTweet1037,Retweets,33,1037
User55RetweetsTweet903,Retweets,55,903
User44RetweetsTweet475,Retweets,44,475
User135RetweetsTweet1565,Retweets,135,1565
User69RetweetsTweet431,Retweets,69,431
User23RetweetsTweet874,Retweets,23,874
User109RetweetsTweet356,Retweets,109,356
User5RetweetsTweet1643,Retweets,5,1643
User56RetweetsTweet587,Retweets,56,587
User108RetweetsTweet664,Retweets,108,664
User13RetweetsTweet1393,Retweets,13,1393
User109RetweetsTweet745,Retweets,109,745
User52RetweetsTweet226,Retweets,52,226
User5RetweetsTweet606,Retweets,5,606
User11RetweetsTweet1025,Retweets,11,1025
User110RetweetsTweet1065,Retweets,110,1065
User109RetweetsTweet728,Retweets,109,728
User147RetweetsTweet1235,Retweets,147,1235
User5RetweetsTweet1014,Retweets,5,1014
User134RetweetsTweet1547,Retweets,134,1547
User6RetweetsTweet1315,Retweets,6,1315
User57RetweetsTweet538,Retweets,57,538
User122RetweetsTweet913,Retweets,122,913
User14RetweetsTweet734,Retweets,14,734
User12RetweetsTweet237,Retweets,12,237
User116RetweetsTweet1062,Retweets,116,1062
User123RetweetsTweet1567,Retweets,123,1567
User11RetweetsTweet251,Retweets,11,251
User77RetweetsTweet703,Retweets,77,703
User80RetweetsTweet1377,Retweets,80,1377
User67RetweetsTweet1182,Retweets,67,1182
User26RetweetsTweet1253,Retweets,26,1253
User125RetweetsTweet767,Retweets,125,767
User68RetweetsTweet1432,Retweets,68,1432
User109RetweetsTweet987,Retweets,109,987
User88RetweetsTweet852,Retweets,88,852
User89RetweetsTweet1099,Retweets,89,1099
User97RetweetsTweet243,Retweets,97,243
User105RetweetsTweet645,Retweets,105,645
User70RetweetsTweet1211,Retweets,70,1211
User17RetweetsTweet272,Retweets,17,272
User147RetweetsTweet440,Retweets,147,440
User83RetweetsTweet252,Retweets,83,252
User48RetweetsTweet471,Retweets,48,471
User12RetweetsTweet1536,Retweets,12,1536
User96RetweetsTweet1169,Retweets,96,1169
User93RetweetsTweet1088,Retweets,93,1088
User46RetweetsTweet851,Retweets,46,851
User11RetweetsTweet1288,Retweets,11,1288
User72RetweetsTweet1575,Retweets,72,1575
User41RetweetsTweet1277,Retweets,41,1277
User147RetweetsTweet420,Retweets,147,420
User40RetweetsTweet820,Retweets,40,820
User52RetweetsTweet718,Retweets,52,718
User33RetweetsTweet1436,Retweets,33,1436
User139RetweetsTweet859,Retweets,139,859
User58RetweetsTweet988,Retweets,58,988
User75RetweetsTweet248,Retweets,75,248
User93RetweetsTweet994,Retweets,93,994
User43RetweetsTweet929,Retweets,43,929
User106RetweetsTweet724,Retweets,106,724
User36RetweetsTweet419,Retweets,36,419
User139RetweetsTweet614,Retweets,139,614
User110RetweetsTweet625,Retweets,110,625
User16RetweetsTweet842,Retweets,16,842
User80RetweetsTweet644,Retweets,80,644
User114RetweetsTweet1100,Retweets,114,1100
User112RetweetsTweet195,Retweets,112,195
User90RetweetsTweet1396,Retweets,90,1396
User149RetweetsTweet532,Retweets,149,532
User7RetweetsTweet1527,Retweets,7,1527
User97RetweetsTweet974,Retweets,97,974
User49RetweetsTweet1172,Retweets,49,1172
User43RetweetsTweet1125,Retweets,43,1125
User92RetweetsTweet494,Retweets,92,494
User16RetweetsTweet1124,Retweets,16,1124
User21RetweetsTweet353,Retweets,21,353
User15RetweetsTweet1532,Retweets,15,1532
User120RetweetsTweet504,Retweets,120,504
User38RetweetsTweet1554,Retweets,38,1554
User44RetweetsTweet844,Retweets,44,844
User40RetweetsTweet690,Retweets,40,690
User64RetweetsTweet1594,Retweets,64,1594
User114RetweetsTweet1148,Retweets,114,1148
User105RetweetsTweet371,Retweets,105,371
User93RetweetsTweet1582,Retweets,93,1582
User75RetweetsTweet1619,Retweets,75,1619
User79RetweetsTweet1112,Retweets,79,1112
User5RetweetsTweet1266,Retweets,5,1266
User42RetweetsTweet465,Retweets,42,465
User4RetweetsTweet814,Retweets,4,814
User138RetweetsTweet1206,Retweets,138,1206
User125RetweetsTweet1520,Retweets,125,1520
User76RetweetsTweet1378,Retweets,76,1378
User125RetweetsTweet246,Retweets,125,246
User50RetweetsTweet1111,Retweets,50,1111
User11RetweetsTweet649,Retweets,11,649
User15RetweetsTweet1438,Retweets,15,1438
User116RetweetsTweet636,Retweets,116,636
User6RetweetsTweet787,Retweets,6,787
User78RetweetsTweet1027,Retweets,78,1027
User120RetweetsTweet1155,Retweets,120,1155
User14RetweetsTweet1306,Retweets,14,1306
User62RetweetsTweet282,Retweets,62,282
User12RetweetsTweet208,Retweets,12,208
User5RetweetsTweet1634,Retweets,5,1634
User11RetweetsTweet258,Retweets,11,258
User1RetweetsTweet461,Retweets,1,461
User23RetweetsTweet1000,Retweets,23,1000
User123RetweetsTweet1146,Retweets,123,1146
User19RetweetsTweet484,Retweets,19,484
User28RetweetsTweet1266,Retweets,28,1266
User116RetweetsTweet897,Retweets,116,897
User143RetweetsTweet918,Retweets,143,918
User37RetweetsTweet1348,Retweets,37,1348
User71RetweetsTweet207,Retweets,71,207
User89RetweetsTweet1452,Retweets,89,1452
User66RetweetsTweet1194,Retweets,66,1194
User61RetweetsTweet1609,Retweets,61,1609
User118RetweetsTweet1430,Retweets,118,1430
User63RetweetsTweet1544,Retweets,63,1544
User47RetweetsTweet1611,Retweets,47,1611
User127RetweetsTweet1201,Retweets,127,1201
User4RetweetsTweet1011,Retweets,4,1011
User130RetweetsTweet932,Retweets,130,932
User71RetweetsTweet277,Retweets,71,277
User130RetweetsTweet1019,Retweets,130,1019
User41RetweetsTweet335,Retweets,41,335
User100RetweetsTweet501,Retweets,100,501
User43RetweetsTweet484,Retweets,43,484
User91RetweetsTweet1087,Retweets,91,1087
User42RetweetsTweet320,Retweets,42,320
User14RetweetsTweet443,Retweets,14,443
User43RetweetsTweet925,Retweets,43,925
User46RetweetsTweet987,Retweets,46,987
User143RetweetsTweet1543,Retweets,143,1543
User18RetweetsTweet1274,Retweets,18,1274
User118RetweetsTweet1566,Retweets,118,1566
User11RetweetsTweet1388,Retweets,11,1388
User93RetweetsTweet393,Retweets,93,393
User143RetweetsTweet892,Retweets,143,892
User103RetweetsTweet1305,Retweets,103,1305
User5RetweetsTweet477,Retweets,5,477
User124RetweetsTweet907,Retweets,124,907
User10RetweetsTweet714,Retweets,10,714
User58RetweetsTweet390,Retweets,58,390
User23RetweetsTweet186,Retweets,23,186
User98RetweetsTweet753,Retweets,98,753
User80RetweetsTweet377,Retweets,80,377
User42RetweetsTweet184,Retweets,42,184
User116RetweetsTweet879,Retweets,116,879
User46RetweetsTweet1020,Retweets,46,1020
User17RetweetsTweet1091,Retweets,17,1091
User145RetweetsTweet897,Retweets,145,897
User1RetweetsTweet1006,Retweets,1,1006
User101RetweetsTweet848,Retweets,101,848
User148RetweetsTweet507,Retweets,148,507
User119RetweetsTweet291,Retweets,119,291
User112RetweetsTweet970,Retweets,112,970
User76RetweetsTweet1536,Retweets,76,1536
User5RetweetsTweet1464,Retweets,5,1464
User101RetweetsTweet293,Retweets,101,293
User84RetweetsTweet378,Retweets,84,378
User8RetweetsTweet483,Retweets,8,483
User141RetweetsTweet1251,Retweets,141,1251
User128RetweetsTweet992,Retweets,128,992
User38RetweetsTweet993,Retweets,38,993
User143RetweetsTweet294,Retweets,143,294
User129RetweetsTweet1221,Retweets,129,1221
User47RetweetsTweet1299,Retweets,47,1299
User114RetweetsTweet1231,Retweets,114,1231
User134RetweetsTweet1521,Retweets,134,1521
User117RetweetsTweet1563,Retweets,117,1563
User25RetweetsTweet769,Retweets,25,769
User130RetweetsTweet676,Retweets,130,676
User97RetweetsTweet641,Retweets,97,641
User67RetweetsTweet209,Retweets,67,209
User91RetweetsTweet793,Retweets,91,793
User78RetweetsTweet1151,Retweets,78,1151
User46RetweetsTweet1392,Retweets,46,1392
User66RetweetsTweet990,Retweets,66,990
User14RetweetsTweet309,Retweets,14,309
User101RetweetsTweet667,Retweets,101,667
User67RetweetsTweet1496,Retweets,67,1496
User86RetweetsTweet1329,Retweets,86,1329
User100RetweetsTweet1244,Retweets,100,1244
User125RetweetsTweet243,Retweets,125,243
User135RetweetsTweet925,Retweets,135,925
User105RetweetsTweet1454,Retweets,105,1454
User54RetweetsTweet1231,Retweets,54,1231
User143RetweetsTweet743,Retweets,143,743
User33RetweetsTweet507,Retweets,33,507
User102RetweetsTweet768,Retweets,102,768
User127RetweetsTweet828,Retweets,127,828
User97RetweetsTweet581,Retweets,97,581
User7RetweetsTweet1634,Retweets,7,1634
User129RetweetsTweet1640,Retweets,129,1640
User112RetweetsTweet734,Retweets,112,734
User30RetweetsTweet953,Retweets,30,953
User16RetweetsTweet907,Retweets,16,907
User141RetweetsTweet1393,Retweets,141,1393
User41RetweetsTweet329,Retweets,41,329
User12RetweetsTweet1532,Retweets,12,1532
User145RetweetsTweet1141,Retweets,145,1141
User48RetweetsTweet1228,Retweets,48,1228
User58RetweetsTweet407,Retweets,58,407
User92RetweetsTweet888,Retweets,92,888
User87RetweetsTweet745,Retweets,87,745
User102RetweetsTweet740,Retweets,102,740
User11RetweetsTweet599,Retweets,11,599
User44RetweetsTweet1483,Retweets,44,1483
User64RetweetsTweet896,Retweets,64,896
User115RetweetsTweet768,Retweets,115,768
User94RetweetsTweet1061,Retweets,94,1061
User132RetweetsTweet913,Retweets,132,913
User10RetweetsTweet1268,Retweets,10,1268
User140RetweetsTweet1234,Retweets,140,1234
User28RetweetsTweet1223,Retweets,28,1223
User76RetweetsTweet537,Retweets,76,537
User127RetweetsTweet1476,Retweets,127,1476
User118RetweetsTweet1013,Retweets,118,1013
User133RetweetsTweet1185,Retweets,133,1185
User45RetweetsTweet977,Retweets,45,977
User120RetweetsTweet672,Retweets,120,672
User59RetweetsTweet1450,Retweets,59,1450
