"~id",text,~label
343,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
344,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! .",Tweet
345,Tempt not a desperate man.,Tweet
346,"So wise so young, they say, do never live long.",Tweet
347,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! .",Tweet
348,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
349,Tempt not a desperate man.,Tweet
350,For you and I are past our dancing days.,Tweet
351,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
352,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
353,Can one desire too much of a good thing?.,Tweet
354,For ever and a day.,Tweet
355,Rich gifts wax poor when givers prove unkind.,Tweet
356,I like this place and willingly could waste my time in it.,Tweet
357,A horse! a horse! my kingdom for a horse!.,Tweet
358,I like this place and willingly could waste my time in it.,Tweet
359,"An honest tale speeds best, being plainly told.",Tweet
360,A horse! a horse! my kingdom for a horse!.,Tweet
361,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! .",Tweet
362,I like this place and willingly could waste my time in it.,Tweet
363,"It is the east, and Juliet is the sun.",Tweet
364,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",Tweet
365,This above all: to thine own self be true.,Tweet
366,"The lady doth protest too much, methinks.",Tweet
367,O! she doth teach the torches to burn bright.,Tweet
368,In my mind's eye.,Tweet
369,"To be, or not to be: that is the question.",Tweet
370,Now is the winter of our discontent.,Tweet
371,Wisely and slow; they stumble that run fast.,Tweet
372,"To be, or not to be: that is the question.",Tweet
373,"To be, or not to be: that is the question.",Tweet
374,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
375,A horse! a horse! my kingdom for a horse!.,Tweet
376,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
377,Now is the winter of our discontent.,Tweet
378,"And it must follow, as the night the day, thou canst not then be false to any man.",Tweet
379,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love.",Tweet
380,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! .",Tweet
381,For you and I are past our dancing days.,Tweet
382,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
383,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
384,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
385,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",Tweet
386,Do you think I am easier to be played on than a pipe?,Tweet
387,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
388,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
389,O! she doth teach the torches to burn bright.,Tweet
390,O! she doth teach the torches to burn bright.,Tweet
391,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
392,"An honest tale speeds best, being plainly told.",Tweet
393,In my mind's eye.,Tweet
394,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
395,Off with his head!,Tweet
396,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
397,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
398,True is it that we have seen better days.,Tweet
399,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
400,"So wise so young, they say, do never live long.",Tweet
401,"The lady doth protest too much, methinks.",Tweet
402,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
403,"And it must follow, as the night the day, thou canst not then be false to any man.",Tweet
404,The king's name is a tower of strength.,Tweet
405,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",Tweet
406,"An honest tale speeds best, being plainly told.",Tweet
407,O! she doth teach the torches to burn bright.,Tweet
408,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
409,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",Tweet
410,For you and I are past our dancing days.,Tweet
411,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
412,A horse! a horse! my kingdom for a horse!.,Tweet
413,"So wise so young, they say, do never live long.",Tweet
414,Tempt not a desperate man.,Tweet
415,O! she doth teach the torches to burn bright.,Tweet
416,True is it that we have seen better days.,Tweet
417,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
418,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
419,The king's name is a tower of strength.,Tweet
420,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",Tweet
421,Off with his head!,Tweet
422,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
423,O! she doth teach the torches to burn bright.,Tweet
424,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
425,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
426,For you and I are past our dancing days.,Tweet
427,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
428,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",Tweet
429,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
430,"So wise so young, they say, do never live long.",Tweet
431,"Though this be madness, yet there is method in 't.",Tweet
432,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
433,True is it that we have seen better days.,Tweet
434,Tempt not a desperate man.,Tweet
435,For ever and a day.,Tweet
436,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",Tweet
437,"Though this be madness, yet there is method in 't.",Tweet
438,"So wise so young, they say, do never live long.",Tweet
439,Not stepping o'er the bounds of modesty.,Tweet
440,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
441,The king's name is a tower of strength.,Tweet
442,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
443,"An honest tale speeds best, being plainly told.",Tweet
444,"And it must follow, as the night the day, thou canst not then be false to any man.",Tweet
445,The play 's the thing wherein I'll catch the conscience of the king.,Tweet
446,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
447,Tempt not a desperate man.,Tweet
448,The play 's the thing wherein I'll catch the conscience of the king.,Tweet
449,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
450,Now is the winter of our discontent.,Tweet
451,Now is the winter of our discontent.,Tweet
452,I like this place and willingly could waste my time in it.,Tweet
453,"And it must follow, as the night the day, thou canst not then be false to any man.",Tweet
454,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
455,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
456,"There is nothing either good or bad, but thinking makes it so.",Tweet
457,"It is the east, and Juliet is the sun.",Tweet
458,In my mind's eye.,Tweet
459,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
460,For you and I are past our dancing days.,Tweet
461,"An honest tale speeds best, being plainly told.",Tweet
462,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
463,True is it that we have seen better days.,Tweet
464,Can one desire too much of a good thing?.,Tweet
465,"And it must follow, as the night the day, thou canst not then be false to any man.",Tweet
466,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
467,"So wise so young, they say, do never live long.",Tweet
468,"To be, or not to be: that is the question.",Tweet
469,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! .",Tweet
470,This above all: to thine own self be true.,Tweet
471,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
472,"When sorrows come, they come not single spies, but in battalions.",Tweet
473,True is it that we have seen better days.,Tweet
474,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
475,The play 's the thing wherein I'll catch the conscience of the king.,Tweet
476,The king's name is a tower of strength.,Tweet
477,Wisely and slow; they stumble that run fast.,Tweet
478,"Though this be madness, yet there is method in 't.",Tweet
479,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
480,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",Tweet
481,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
482,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
483,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",Tweet
484,Now is the winter of our discontent.,Tweet
485,Now is the winter of our discontent.,Tweet
486,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
487,Can one desire too much of a good thing?.,Tweet
488,Wisely and slow; they stumble that run fast.,Tweet
489,Tempt not a desperate man.,Tweet
490,"The lady doth protest too much, methinks.",Tweet
491,I like this place and willingly could waste my time in it.,Tweet
492,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
493,"Though this be madness, yet there is method in 't.",Tweet
494,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
495,Brevity is the soul of wit.,Tweet
496,Wisely and slow; they stumble that run fast.,Tweet
497,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love.",Tweet
498,Now is the winter of our discontent.,Tweet
499,"So wise so young, they say, do never live long.",Tweet
500,Tempt not a desperate man.,Tweet
501,Not stepping o'er the bounds of modesty.,Tweet
502,"An honest tale speeds best, being plainly told.",Tweet
503,"Though this be madness, yet there is method in 't.",Tweet
504,I like this place and willingly could waste my time in it.,Tweet
505,A horse! a horse! my kingdom for a horse!.,Tweet
506,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
507,"It is the east, and Juliet is the sun.",Tweet
508,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
509,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
510,The play 's the thing wherein I'll catch the conscience of the king.,Tweet
511,I like this place and willingly could waste my time in it.,Tweet
512,Off with his head!,Tweet
513,Wisely and slow; they stumble that run fast.,Tweet
514,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
515,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
516,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
517,"An honest tale speeds best, being plainly told.",Tweet
518,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",Tweet
519,The play 's the thing wherein I'll catch the conscience of the king.,Tweet
520,"It is the east, and Juliet is the sun.",Tweet
521,"There is nothing either good or bad, but thinking makes it so.",Tweet
522,"To be, or not to be: that is the question.",Tweet
523,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! .",Tweet
524,"I will speak daggers to her, but use none.",Tweet
525,The king's name is a tower of strength.,Tweet
526,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
527,This above all: to thine own self be true.,Tweet
528,For ever and a day.,Tweet
529,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
530,"A little more than kin, and less than kind.",Tweet
531,For you and I are past our dancing days.,Tweet
532,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
533,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
534,The king's name is a tower of strength.,Tweet
535,For you and I are past our dancing days.,Tweet
536,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
537,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
538,Off with his head!,Tweet
539,"So wise so young, they say, do never live long.",Tweet
540,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
541,Off with his head!,Tweet
542,"So wise so young, they say, do never live long.",Tweet
543,For ever and a day.,Tweet
544,I like this place and willingly could waste my time in it.,Tweet
545,Tempt not a desperate man.,Tweet
546,I like this place and willingly could waste my time in it.,Tweet
547,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
548,"To be, or not to be: that is the question.",Tweet
549,"So wise so young, they say, do never live long.",Tweet
550,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
551,Brevity is the soul of wit.,Tweet
552,Off with his head!,Tweet
553,In my mind's eye.,Tweet
554,That it should come to this!.,Tweet
555,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
556,In my mind's eye.,Tweet
557,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
558,In my mind's eye.,Tweet
559,"So wise so young, they say, do never live long.",Tweet
560,Wisely and slow; they stumble that run fast.,Tweet
561,I like this place and willingly could waste my time in it.,Tweet
562,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
563,This above all: to thine own self be true.,Tweet
564,"So wise so young, they say, do never live long.",Tweet
565,Brevity is the soul of wit.,Tweet
566,I like this place and willingly could waste my time in it.,Tweet
567,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
568,A horse! a horse! my kingdom for a horse!.,Tweet
569,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
570,The king's name is a tower of strength.,Tweet
571,"I will speak daggers to her, but use none.",Tweet
572,Wisely and slow; they stumble that run fast.,Tweet
573,A horse! a horse! my kingdom for a horse!.,Tweet
574,Now is the winter of our discontent.,Tweet
575,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
576,"An honest tale speeds best, being plainly told.",Tweet
577,"It is the east, and Juliet is the sun.",Tweet
578,True is it that we have seen better days.,Tweet
579,"There is nothing either good or bad, but thinking makes it so.",Tweet
580,"So wise so young, they say, do never live long.",Tweet
581,"Though this be madness, yet there is method in 't.",Tweet
582,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
583,For ever and a day.,Tweet
584,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
585,"So wise so young, they say, do never live long.",Tweet
586,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
587,"It is the east, and Juliet is the sun.",Tweet
588,The king's name is a tower of strength.,Tweet
589,Off with his head!,Tweet
590,For you and I are past our dancing days.,Tweet
591,O! she doth teach the torches to burn bright.,Tweet
592,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
593,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
594,"It is the east, and Juliet is the sun.",Tweet
595,"So wise so young, they say, do never live long.",Tweet
596,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
597,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
598,Now is the winter of our discontent.,Tweet
599,Can one desire too much of a good thing?.,Tweet
600,Not stepping o'er the bounds of modesty.,Tweet
601,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
602,"The lady doth protest too much, methinks.",Tweet
603,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
604,For you and I are past our dancing days.,Tweet
605,"An honest tale speeds best, being plainly told.",Tweet
606,"An honest tale speeds best, being plainly told.",Tweet
607,"So wise so young, they say, do never live long.",Tweet
608,The king's name is a tower of strength.,Tweet
609,Off with his head!,Tweet
610,I like this place and willingly could waste my time in it.,Tweet
611,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
612,Tempt not a desperate man.,Tweet
613,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
614,Rich gifts wax poor when givers prove unkind.,Tweet
615,In my mind's eye.,Tweet
616,I like this place and willingly could waste my time in it.,Tweet
617,Tempt not a desperate man.,Tweet
618,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
619,"To be, or not to be: that is the question.",Tweet
620,"So wise so young, they say, do never live long.",Tweet
621,Wisely and slow; they stumble that run fast.,Tweet
622,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
623,Do you think I am easier to be played on than a pipe?,Tweet
624,"So wise so young, they say, do never live long.",Tweet
625,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
626,For ever and a day.,Tweet
627,Not stepping o'er the bounds of modesty.,Tweet
628,Rich gifts wax poor when givers prove unkind.,Tweet
629,A horse! a horse! my kingdom for a horse!.,Tweet
630,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
631,"To be, or not to be: that is the question.",Tweet
632,Wisely and slow; they stumble that run fast.,Tweet
633,Off with his head!,Tweet
634,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
635,Can one desire too much of a good thing?.,Tweet
636,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
637,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
638,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
639,For ever and a day.,Tweet
640,The play 's the thing wherein I'll catch the conscience of the king.,Tweet
641,For ever and a day.,Tweet
